0.041140467	-0.016889077	0.06928834	0.029498626	0.02548924	0.060802557	0.067006074	0.031328227	0.05201026	0.019931685	0.08287525	0.013069683	-0.002868811	0.040280215	0.02494196	0.020364283
0.07851029	-0.06744177	0.06128436	-0.028812036	-0.062103827	-0.012550638	0.060698833	0.022362312	0.015123594	0.026666364	0.08887551	0.009002043	0.036808603	-0.0217405	-0.0035584196	0.01346035
0.016097838	-0.11457113	0.063546784	0.044091333	0.046191826	-0.06475472	0.06020773	0.049842272	-0.0022788902	0.022996485	0.05920459	0.007911189	0.055989344	0.037128005	-0.04427492	-0.0008234057
0.083603494	-0.07014523	0.081981674	0.048812468	0.016375117	-0.021444717	0.045277335	0.050585978	-0.0019056788	-0.009861713	0.024997102	0.035180498	0.012717113	0.01893419	0.019697605	0.03240235
0.044075686	-0.09838154	0.12360736	0.05592949	0.018704725	-0.016004466	-0.039329223	0.061012495	-0.0051300153	-0.0052570216	-0.027671814	0.017062517	0.0497107	0.029285336	-0.014703466	0.057401072
0.04552348	-0.045528054	0.072508164	-0.0035813476	-0.09706886	0.038797766	0.081593834	-0.039328072	-0.0062881303	0.029953253	0.04486546	-0.0015110829	0.09099643	0.0026203403	-0.04602383	0.0455501
0.05302469	-0.09899513	0.060341906	0.0042837076	-0.037376802	-0.036979076	0.026946926	0.12603396	-0.059420493	-0.007940111	0.028079834	-0.032284413	-0.03501207	0.024546841	0.03994571	-0.013969598
0.023059748	-0.087823085	-0.017712653	0.062761985	-0.06722944	0.01735658	0.019525936	-0.0018334	0.017956885	0.0053895838	0.0793142	-0.061819103	-0.02099909	0.0417017	0.00811218	0.016119102
0.10856801	-0.053948656	0.03889615	0.029315054	-0.012780016	0.009137436	0.020975104	0.047013264	-0.015252945	0.05333999	0.04726674	-0.0034468195	0.083546236	0.030632962	-0.03423639	-0.03380786
0.04990783	-0.019145276	0.079580426	0.01109822	-0.000918446	-0.021892192	0.006179178	0.022074644	-0.05760149	-0.032959986	0.07198827	-0.03346542	-0.034861483	0.0013751781	-0.031683892	-0.018288095
-0.023826994	-0.05470511	0.064796	0.019495964	-0.021875747	0.0072230543	0.11103767	-0.03400473	0.0059250575	0.021132192	0.053856313	0.035531633	0.039193492	0.04860592	0.05447208	-0.09680256
0.0960684	-0.06986518	0.124216385	-0.04557928	-0.025701847	0.03534578	0.028283678	0.050631296	-0.039887864	-0.015088252	-0.019352455	0.021289896	0.036831293	0.0134490505	0.035194103	0.008856818
0.056822658	-0.13545294	-0.034711365	0.009124142	-0.016116073	0.044442993	-7.583133e-05	0.027887886	0.057758693	-0.051172443	0.05888448	-0.043867037	0.054660916	-0.017189035	-0.03074525	0.060239017
0.08113989	-0.09177362	0.04537029	0.006656846	-0.039705534	0.07785098	-0.008188694	0.07283115	0.002957081	-0.0026790206	0.030153692	0.05004292	-0.0039492287	0.03275683	0.014606308	0.037597504
